Show Name,Publisher,Category,Y,Original,Episode Count,Ad Pricing,:40-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",Number of Ad Slots,Ads Host Red?,Episode Day,Primary Country,Episodes Per Week,Host,Gender Distribution,28-45,Average HHI,Hosting,Platforms
Talks Entertainment Quest,Echo Network,Entertainment & Media,Y,Original,136,"$3,461",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,William Robinson,F - 47%,25-45,$303k,Megaphone,Apple
Insights Science Quest,Peak Group,General,Y,Original,211,"$1,160",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Charles Smith,M - 90%,25-45,$375k,Megaphone,"Apple, Spotify"
Chronicles History Scope,Echo Media,General,Y,Original,227,$766,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Turkey,1,Richard Jones,F - 44%,25-45,$360k,Megaphone,Spotify
Digest Tech Echo,Echo Network,Technology,Y,Original,231,"$2,334",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Patricia Williams,F - 44%,25-45,$497k,Megaphone,Spotify
Tales History Quest,Peak Studios,General,Y,Original,231,"$2,386",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,Linda Jackson,M - 30%,25-45,$127k,Megaphone,Apple
Hour Entertainment Radar,Pulse Casts,Entertainment & Media,Y,Original,55,"$2,822",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,David Davis,F - 45%,25-45,$379k,Megaphone,"Apple, Spotify"
Digest Science Vision,Pulse Media,General,Y,Original,99,"$1,203",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,Mary Wilson,M - 55%,25-45,$436k,Megaphone,Spotify
Journey Entertainment Sphere,Core Group,Entertainment & Media,Y,Original,67,"$1,293",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,United Kingdom,1,Susan Harris,F - 55%,25-45,$476k,Megaphone,Spotify
Chronicles Food Radar,Echo Group,General,Y,Original,176,"$1,525",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,John White,F - 36%,25-45,$352k,Megaphone,Spotify
Tales Entertainment Vision,Elite Studios,Entertainment & Media,Y,Original,261,"$3,629",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Karen Thompson,F - 61%,25-45,$228k,Megaphone,"Apple, Spotify"
Tales Food Path,Pulse Group,General,Y,Original,80,"$2,935",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,United Kingdom,1,Elizabeth White,F - 63%,25-45,$437k,Megaphone,Apple
Chronicles Science Path,Edge Media,General,Y,Original,27,"$1,579",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Joseph Wilson,F - 24%,25-45,$339k,Megaphone,Spotify
Chronicles Food Echo,Pulse Casts,General,Y,Original,149,"$3,071",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Canada,1,Charles Miller,M - 20%,25-45,$286k,Megaphone,Apple
Chronicles Food Wave,Edge Syndicate,General,Y,Original,153,"$3,239",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Thomas Thomas,F - 10%,25-45,$330k,Megaphone,Apple
Chronicles Sports Sphere,Next Syndicate,General,Y,Original,219,"$2,372",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Richard Jackson,F - 86%,25-45,$377k,Megaphone,Spotify
Talks Education Radar,Elite Productions,General,Y,Original,182,$581,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,William Davis,M - 89%,25-45,$239k,Megaphone,Spotify
Talks Tech Grid,Pulse Syndicate,Technology,Y,Original,299,"$2,171",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,Mary Wilson,F - 29%,25-45,$380k,Megaphone,"Apple, Spotify"
Daily Sports Quest,Pulse Network,General,Y,Original,286,"$2,268",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Japan,1,Linda Johnson,F - 31%,25-45,$347k,Megaphone,"Apple, Spotify"
Talks Health Vision,Peak Syndicate,Health & Wellness,Y,Original,121,"$2,670",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Karen Garcia,F - 79%,25-45,$64k,Megaphone,"Apple, Spotify"
Hour Science Path,Global Casts,General,Y,Original,135,"$1,977",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Patricia Williams,F - 10%,25-45,$401k,Megaphone,Spotify
Insights Tech Radar,Next Productions,Technology,Y,Original,70,"$2,931",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Japan,1,Richard Williams,M - 84%,25-45,$286k,Megaphone,"Apple, Spotify"
Journey Sports Wave,PRX,General,Y,Original,87,"$1,551",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,David Williams,F - 42%,25-45,$397k,Megaphone,"Apple, Spotify"
Digest Education Radar,Edge Broadcasts,General,Y,Original,96,"$1,329",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Korea,1,Richard Smith,M - 65%,25-45,$243k,Megaphone,"Apple, Spotify"
Digest Entertainment Echo,Pulse Group,Entertainment & Media,Y,Original,132,"$3,336",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Argentina,1,Susan Wilson,F - 63%,25-45,$387k,Megaphone,"Apple, Spotify"
World Tech Vision,Pulse Channel,Technology,Y,Original,191,"$2,379",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Linda Jones,F - 68%,25-45,$280k,Megaphone,"Apple, Spotify"
Stories Science Quest,Star Group,General,Y,Original,41,"$3,463",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,United Kingdom,1,Richard Thomas,M - 32%,25-45,$242k,Megaphone,Apple
Digest Business Grid,Wondery,Business & Finance,Y,Original,146,"$3,460",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,John Garcia,M - 84%,25-45,$442k,Megaphone,Apple
Chronicles Sports Radar,Edge Studios,General,Y,Original,280,"$3,683",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Brazil,1,Thomas Williams,F - 37%,25-45,$359k,Megaphone,Spotify
Chronicles History Quest,Next Studios,General,Y,Original,156,$860,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Mary Taylor,F - 73%,25-45,$71k,Megaphone,Spotify
Stories Tech Quest,Peak Channel,Technology,Y,Original,103,"$2,890",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,William White,M - 76%,25-45,$177k,Megaphone,"Apple, Spotify"
Journey Health Echo,Wondery,Health & Wellness,Y,Original,19,"$2,792",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,David Taylor,F - 37%,25-45,$281k,Megaphone,Apple
Stories Tech Sphere,Core Productions,Technology,Y,Original,224,"$1,819",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,John Thomas,M - 53%,25-45,$101k,Megaphone,Spotify
Chronicles Education Quest,Core Media,General,Y,Original,284,"$2,683",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,Charles Garcia,M - 68%,25-45,$347k,Megaphone,Spotify
Journey Business Grid,Star Collective,Business & Finance,Y,Original,210,"$1,645",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,France,1,William Jones,F - 41%,25-45,$447k,Megaphone,Apple
Insights Food Wave,Edge Media,General,Y,Original,286,"$1,983",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,United Kingdom,1,Jennifer Davis,M - 23%,25-45,$276k,Megaphone,"Apple, Spotify"
Daily Science Path,Edge Syndicate,General,Y,Original,261,"$1,457",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Susan Williams,F - 17%,25-45,$258k,Megaphone,"Apple, Spotify"
Digest Science Grid,Edge Syndicate,General,Y,Original,192,"$3,093",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,Michael Martin,F - 69%,25-45,$490k,Megaphone,Spotify
Talks Entertainment Voyage,Core Media,Entertainment & Media,Y,Original,276,"$3,202",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Argentina,1,William Moore,F - 73%,25-45,$259k,Megaphone,Apple
Tales Food Voyage,Edge Productions,General,Y,Original,176,"$3,497",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Italy,1,Sarah Williams,F - 29%,25-45,$430k,Megaphone,Spotify
Insights Business Path,Next Collective,Business & Finance,Y,Original,104,"$3,296",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Michael Miller,M - 83%,25-45,$349k,Megaphone,Apple
Daily Health Radar,Next Productions,Health & Wellness,Y,Original,174,"$1,665",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Joseph Jackson,M - 18%,25-45,$218k,Megaphone,Spotify
Stories Sports Sphere,Peak Productions,General,Y,Original,196,"$1,580",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,Joseph Wilson,M - 74%,25-45,$218k,Megaphone,"Apple, Spotify"
Chronicles Food Grid,Prime Productions,General,Y,Original,122,"$1,698",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Spain,1,Charles Brown,M - 68%,25-45,$283k,Megaphone,Spotify
Tales Health Sphere,Echo Collective,Health & Wellness,Y,Original,289,"$2,630",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Robert White,M - 50%,25-45,$59k,Megaphone,"Apple, Spotify"
Digest Health Path,Star Syndicate,Health & Wellness,Y,Original,71,$934,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Charles Williams,M - 32%,25-45,$281k,Megaphone,Spotify
Hour Tech Sphere,Peak Collective,Technology,Y,Original,168,"$1,886",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Jessica Miller,M - 71%,25-45,$324k,Megaphone,"Apple, Spotify"
Tales Science Echo,Star Channel,General,Y,Original,203,"$1,625",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,Michael Garcia,F - 34%,25-45,$333k,Megaphone,Spotify
World Science Quest,Core Productions,General,Y,Original,37,"$1,834",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Australia,1,Barbara Davis,F - 31%,25-45,$202k,Megaphone,Apple
Stories Health Wave,Peak Broadcasts,Health & Wellness,Y,Original,56,"$2,655",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,Mary Wilson,M - 45%,25-45,$385k,Megaphone,"Apple, Spotify"
Talks Health Path,Prime Media,Health & Wellness,Y,Original,189,"$3,683",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,Patricia Miller,F - 39%,25-45,$93k,Megaphone,Apple
Stories Health Quest,Edge Broadcasts,Health & Wellness,Y,Original,162,"$2,901",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Argentina,1,Charles Williams,F - 66%,25-45,$357k,Megaphone,"Apple, Spotify"
Talks Education Quest,Core Syndicate,General,Y,Original,83,"$2,680",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,Linda Williams,F - 69%,25-45,$498k,Megaphone,Apple
Talks Science Sphere,Core Network,General,Y,Original,77,"$2,691",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Nigeria,1,James Harris,F - 18%,25-45,$468k,Megaphone,Apple
Stories Business Wave,Echo Collective,Business & Finance,Y,Original,211,"$3,400",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Elizabeth Davis,M - 37%,25-45,$374k,Megaphone,Apple
Journey History Echo,Pulse Collective,General,Y,Original,24,"$1,491",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Barbara Wilson,M - 62%,25-45,$439k,Megaphone,"Apple, Spotify"
Tales Travel Scope,Echo Collective,General,Y,Original,249,"$3,617",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Linda White,F - 32%,25-45,$489k,Megaphone,Spotify
World Food Voyage,Star Media,General,Y,Original,79,"$3,211",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Nigeria,1,Robert Moore,M - 52%,25-45,$53k,Megaphone,"Apple, Spotify"
Talks Education Path,Peak Studios,General,Y,Original,45,"$3,519",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Nigeria,1,John Robinson,F - 31%,25-45,$115k,Megaphone,Spotify
Digest Education Sphere,Peak Network,General,Y,Original,100,"$2,446",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,John Moore,F - 57%,25-45,$414k,Megaphone,Spotify
Tales Sports Path,Prime Channel,General,Y,Original,182,$665,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Joseph Thomas,M - 67%,25-45,$382k,Megaphone,"Apple, Spotify"
Chronicles Tech Sphere,Global Channel,Technology,Y,Original,87,"$1,704",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Sarah Johnson,F - 90%,25-45,$145k,Megaphone,Apple
Journey Travel Vision,Edge Network,General,Y,Original,222,"$1,612",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,Charles Thomas,M - 41%,25-45,$383k,Megaphone,"Apple, Spotify"
Chronicles Health Scope,Next Collective,Health & Wellness,Y,Original,298,"$3,523",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Egypt,1,Thomas Martin,F - 31%,25-45,$288k,Megaphone,Apple
Insights History Path,Edge Syndicate,General,Y,Original,187,"$1,032",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,Karen Taylor,F - 28%,25-45,$408k,Megaphone,"Apple, Spotify"
World History Echo,Star Casts,General,Y,Original,127,"$2,784",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Jennifer Taylor,F - 83%,25-45,$97k,Megaphone,Spotify
Hour History Radar,Elite Media,General,Y,Original,121,"$1,402",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Thomas Anderson,F - 56%,25-45,$74k,Megaphone,"Apple, Spotify"
Tales Health Echo,Edge Casts,Health & Wellness,Y,Original,108,"$1,482",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,David Jackson,M - 12%,25-45,$191k,Megaphone,Apple
Digest Sports Radar,Echo Casts,General,Y,Original,222,"$2,641",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Australia,1,Jessica Miller,F - 18%,25-45,$431k,Megaphone,Spotify
Insights Food Quest,Core Productions,General,Y,Original,233,"$3,355",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,David Harris,M - 46%,25-45,$387k,Megaphone,Spotify
Tales Education Radar,Edge Studios,General,Y,Original,269,"$2,860",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Joseph Thomas,F - 16%,25-45,$180k,Megaphone,Apple
Daily Science Voyage,Edge Group,General,Y,Original,283,"$2,556",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,David Thompson,F - 67%,25-45,$167k,Megaphone,Apple
Insights Travel Quest,Elite Channel,General,Y,Original,162,"$1,759",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,Charles Harris,F - 58%,25-45,$97k,Megaphone,Apple
Digest Science Wave,Gimlet Media,General,Y,Original,237,"$2,437",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Korea,1,Robert White,M - 42%,25-45,$93k,Megaphone,Spotify
Digest Travel Grid,Core Studios,General,Y,Original,110,"$3,522",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,Elizabeth Davis,M - 61%,25-45,$395k,Megaphone,"Apple, Spotify"
Hour Education Voyage,Global Media,General,Y,Original,119,"$1,612",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,Richard Thompson,F - 27%,25-45,$349k,Megaphone,Spotify
Daily Food Radar,Pulse Productions,General,Y,Original,283,"$2,829",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Mary Thomas,F - 77%,25-45,$415k,Megaphone,Apple
Insights Health Vision,Global Collective,Health & Wellness,Y,Original,151,"$1,773",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Australia,1,John Martin,F - 46%,25-45,$332k,Megaphone,Spotify
Insights Entertainment Voyage,Core Network,Entertainment & Media,Y,Original,283,"$1,945",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Spain,1,Mary Jones,F - 10%,25-45,$127k,Megaphone,"Apple, Spotify"
Stories Health Path,Edge Media,Health & Wellness,Y,Original,110,"$3,860",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Italy,1,David Harris,F - 53%,25-45,$78k,Megaphone,Apple
Talks Business Path,Wondery,Business & Finance,Y,Original,15,"$3,155",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Karen Smith,F - 27%,25-45,$280k,Megaphone,"Apple, Spotify"
Daily Entertainment Scope,Elite Network,Entertainment & Media,Y,Original,244,"$3,818",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,Thomas Wilson,M - 14%,25-45,$84k,Megaphone,Apple
Chronicles Health Vision,Prime Group,Health & Wellness,Y,Original,153,"$2,719",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,Joseph Anderson,F - 75%,25-45,$138k,Megaphone,Apple
World Science Grid,Star Syndicate,General,Y,Original,80,"$2,322",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Spain,1,Barbara Williams,M - 67%,25-45,$400k,Megaphone,Apple
Hour Business Echo,Prime Casts,Business & Finance,Y,Original,132,"$3,712",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,Robert Martinez,M - 10%,25-45,$206k,Megaphone,"Apple, Spotify"
Stories Travel Vision,Prime Syndicate,General,Y,Original,248,"$3,875",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Patricia Miller,M - 80%,25-45,$317k,Megaphone,Spotify
Hour Sports Wave,Peak Syndicate,General,Y,Original,40,"$1,463",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,Linda Thomas,M - 45%,25-45,$407k,Megaphone,"Apple, Spotify"
Stories History Wave,Core Productions,General,Y,Original,299,$675,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Australia,1,Mary White,M - 19%,25-45,$396k,Megaphone,"Apple, Spotify"
Daily Science Wave,Quill,General,Y,Original,73,"$3,890",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Korea,1,Barbara Jones,F - 60%,25-45,$284k,Megaphone,Apple
Insights Food Path,Core Group,General,Y,Original,64,$712,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,William Brown,M - 82%,25-45,$426k,Megaphone,Apple
Chronicles Sports Grid,Core Productions,General,Y,Original,264,"$3,463",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Michael Garcia,F - 24%,25-45,$218k,Megaphone,Apple
Tales Food Quest,Edge Network,General,Y,Original,293,"$1,809",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Brazil,1,John Jones,F - 49%,25-45,$438k,Megaphone,Apple
Insights Health Radar,Echo Collective,Health & Wellness,Y,Original,251,"$1,460",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Nigeria,1,William Jackson,F - 56%,25-45,$310k,Megaphone,"Apple, Spotify"
Hour Tech Scope,Edge Casts,Technology,Y,Original,191,$966,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,France,1,Karen Brown,M - 83%,25-45,$446k,Megaphone,"Apple, Spotify"
Hour Science Radar,Core Group,General,Y,Original,295,"$3,091",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Charles Williams,M - 25%,25-45,$404k,Megaphone,Apple
Stories History Grid,Wondery,General,Y,Original,296,"$1,110",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Italy,1,Robert Davis,F - 28%,25-45,$177k,Megaphone,Spotify
World Travel Radar,Elite Syndicate,General,Y,Original,153,"$2,792",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Brazil,1,Joseph Thomas,M - 78%,25-45,$331k,Megaphone,Spotify
Chronicles Business Grid,Global Group,Business & Finance,Y,Original,262,"$2,834",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Jessica Smith,F - 40%,25-45,$234k,Megaphone,Apple
Tales Entertainment Sphere,Pulse Productions,Entertainment & Media,Y,Original,97,"$1,924",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,China,1,James Robinson,M - 46%,25-45,$332k,Megaphone,"Apple, Spotify"
World Travel Grid,Star Syndicate,General,Y,Original,169,$797,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Jennifer Williams,M - 39%,25-45,$254k,Megaphone,"Apple, Spotify"
Digest Sports Path,Pulse Group,General,Y,Original,175,"$3,557",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,David Miller,F - 74%,25-45,$203k,Megaphone,Apple
Stories Science Wave,Next Channel,General,Y,Original,265,"$2,298",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,Jennifer Martinez,M - 38%,25-45,$409k,Megaphone,"Apple, Spotify"
Chronicles Education Sphere,Core Syndicate,General,Y,Original,220,"$1,242",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,Richard Williams,M - 67%,25-45,$429k,Megaphone,Apple
Stories Health Grid,Star Network,Health & Wellness,Y,Original,110,"$2,962",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Canada,1,Karen Thomas,M - 19%,25-45,$67k,Megaphone,Spotify
Insights Entertainment Radar,Prime Collective,Entertainment & Media,Y,Original,63,$908,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Elizabeth Robinson,M - 42%,25-45,$296k,Megaphone,Apple
World Business Scope,Global Productions,Business & Finance,Y,Original,287,$841,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,United Kingdom,1,Charles Moore,M - 50%,25-45,$374k,Megaphone,"Apple, Spotify"
Insights Business Radar,Pulse Casts,Business & Finance,Y,Original,229,"$1,106",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Jennifer Jones,F - 17%,25-45,$399k,Megaphone,Apple
World Health Voyage,Pulse Broadcasts,Health & Wellness,Y,Original,267,"$1,872",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Argentina,1,Jennifer Taylor,M - 20%,25-45,$91k,Megaphone,"Apple, Spotify"
Journey Food Sphere,Prime Network,General,Y,Original,237,"$3,897",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Korea,1,David Taylor,M - 21%,25-45,$224k,Megaphone,Apple
Daily History Quest,Elite Group,General,Y,Original,89,"$1,824",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Italy,1,Michael Robinson,M - 43%,25-45,$223k,Megaphone,"Apple, Spotify"
Talks Sports Radar,Core Collective,General,Y,Original,67,"$1,694",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,James Jackson,F - 90%,25-45,$113k,Megaphone,Spotify
Insights Sports Sphere,Core Network,General,Y,Original,141,"$3,145",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,David White,M - 70%,25-45,$330k,Megaphone,Apple
